id;name;RA;Decl;V_mag;R_star;M_star;Priority;SpcType;comments;period;period_error;t0;t0_error;depth;duration;Rs_a;Mp;Rp;filler;public;tess;required_observations;done;t0_sg1;t0_error_sg1;period_sg1;period_error_sg1;duration_sg1;duration_error_sg1;Rp_sg1;comments_sg1;depth_sg1;plan_observations;rv_interested;master_disposition;publication_status_sg1;predicted_K_sg2;Teq_sg2;Teff_GAIA_sg2;insolation_sg2;observations;stellar_density
344;"TOI01480.01";332.613625;63.55055;8.893;0;0;5;;"EPHEMERIS ERROR: 9 min Submitted to TFOP 29/7/2020 Report: Tc: 2459057.4323702 ± 0.0004451 T14: 0.07477 ± 0.00191 days The target has a contaminant star and, because the observations were made with defocusing to avoid saturation, it is hard to separate the flux from this contaminant. With that caveat, the transit is clearly detected on target. By forcing the pipeline to use a smaller aperture, the transit has the expected depth and it appears to be achromatic. Cheers,";3.35432;0;2458738.788086;0;0;0.087625;0;0;0;0;1;1;1;"Yes";2458742.1405;0.0014;3.35413;1.0E-5;0.08920833333;0.144;;"[P=3.35404] Need stellar parameters; transiting object could be too large; highly variable star; The first TRES observation reveals a hot star with hopelessly rapid rotation. Didier Laloum observed a near full on 20200206 in R and confirmed a 10 ppt event in the target aperture, but it is contaminated with a dT=3.9 neighbor 6" N. [P=3.35432] Felipe and the MuSCAT2 team observed a defocused egress+~75% on 20200726 in gp,rp,ip,zs and detected ~on-time ~5.5 ppt V-shaped events in all filters in a 13.9" aperture. Using a smaller aperture (size not given) ~10 ppt depths are detected in rp,ip,zs, although I'm not clear on how the dT=4 neighbor (and a couple of much fainter stars) cause the depth to be diluted by nearly 50%. Suzanne Taylor observed a full on 20200905 in R. Inconclusive. [Update to QLP S24] David Baker and students observed a full on 20200720 in Ic and B and detected early ~10 ppt likely V-shaped events in both filters using a 4.2" uncontaminated aperture. Adam Popowicz observed a full on 20200921 in B and R and detected on-time ~10 ppt V-shaped events in both filters using 3.2" apertures that excludes most of the flux of the 6" neighbor. Given these two bands and the partial from MuSCAT2, it appears the event is achromatic. [P=3.3542100] Update from AIJ-s58 [P=3.35413] Published EB (https://ui.adsabs.harvard.edu/abs/2021A%26A...652A.120I/abstract). Retired as EB.";10100;;;"EB";;24.33;1788;8181;1696.2;1;
2793;"TOI07099.01";332.62477083333;48.097069444444;13.43;;;3;;;4.4264918;;2460570.4329;;3584;6.06;;;;0;;1;1;"No";2460570.4329;0.0084;4.4264918;6.29E-5;0.2524583333;1.895;14.9;"found in faint-star QLP search; Confirm event on target and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter.";3584;;;"PC";;109.25;1990;5830;2602.5;0;
635;"TOI03948.01";332.6335;61.829408333333;13.265;0;0;5;;"EPHEMERIS ERROR: 23 min Teq=2932K TTF Comments: "PC: found in faint-star QLP search; Confirm event on target with high precision (<~1.5ppt/min) and/or check field for NEBs within 2.5' using a red (rp, R, ip, I, z) filter." Felipe analused a transit and found a NEB, so it is very likely a false positive. Moved to priority 6 on 26/9/2021 Submiette to TFOP 27 Sep 2021 Report: TOI 39480.01 Tc: 2459482.4485529 ± 0.0034332 T14: 0.09869 ± 0.00899 days Star ID 277 Tc: 2459482.4756457 ± 0.000475 T14: 0.15901 ± 0.00236 days We discarded g-band data due to the large scatter in the time series for the target star transit fit. There is a hint of a transit in r- and zs-bands but it is not significant. However, Star ID 277 (faint star north-east from the target) presents a deep chromatic transit. Hence this target could be a false positive.";2.11766;0;2458978.435452;0;0;0.149625;0;0;0;0;1;1;1;"Yes";2458978.4355;0.0065;2.11766;7.6E-5;0.149625;0.841;5.2;"found in faint-star QLP search; Felipe/MuSCAT2 observed a full on 20210924 in gp,rp,ip,zs and detected an ~on-time ~200 ppt (likely chromatic) event in Star ID 277 (TIC 335489437 T = 17.476 ΔT = 4.93 r = 20.6") (AIJ T11). SAFFIs rule out a 2 ppt event on target and confirm a repeating event in T11. Retired as NEB.";2000;;;"NEB";;11.33;1462;5336;758.3;2;
1316;"TOI03605.01";332.71558333333;54.481230555556;11.942;;;3;;;3.6552941;0;2458784.433626;0;;0.170208;;;;0;;1;1;"No";2459851.8207;0.0006303;3.6554335;3.3E-6;0.154125;0.183;15.7;"[P=3.655294] found in faint-star QLP search; We now have 14 TRES observations. The multi-order velocities show no significant orbital motion with an rms of 243 m/s, which is not inconsistent with the expected rms due to the rather rapid rotation and activity. Giuseppe Marino observed a full on 20210724 in GAC clear and detected a 39 min (1σ) late ~10 ppt event in an uncontaminated 7" target aperture. [P=3.6554498] Pablo Lewin observed an ingress on 20210810 in MLO I and probably detected a roughly 10 ppt ingress on target. The timing is not well-constrained, but is consistent with the recently revised 1σ late ephemeris. Bob Aloisi and students / BBO-0m4 analyzed a full w/gap at egress on 20221122 in B and detected a (possibly 10 min late) ~17 ppt event using a 9" aperture. Ed Michaels/WCO observed a full on 20230824 in gp and detected an ~on-time ~13.8 ppt event using an uncontaminated 4.6” target aperture. Fabian Rodriguez Frustaglia/ RFAC observed a full on 20230827 in Blue and detected an ~on-time ~11 ppt event using an uncontaminated 4.4" target aperture. Neil Thomas/ LO observed a full on 20230904 in OSC (rgb) and detected a ~8 min (0.1σ) early ~13.7 ppt event using an uncontaminated 14.6" target aperture. [P=3.6554358]. Raquel Forés/ Jose Muñoz/ OAUV-TURIA2 observed an ingress+60% (limited pre-OOT) on 20240629 in R and probably detected an ~on-time ~12 ppt ingress using an uncontaminated 8.2" target aperture. Le't try again for more OOT coverage. Bob Massey/LCO-TEID analyzed a full on 20250805 in ip and detected an on-time 12.3 ppt [(Rp/R*)²:10.7] event using an uncontaminated 5.9" target aperture. No more SG1 observations needed at this time.";9680;;;"VPC+";;113.32;1699;5859;1385.1;0;
2798;"TOI07113.01";332.92095416667;60.758119444444;13.57;;;3;;;4.6351977;;2460418.9781;;11113;3.86;;;;0;;1;1;"No";2460418.9781;0.0015;4.6351977;6.6E-6;0.1606666667;0.184;15.8;"found in faint-star QLP search; Fabian Rodriguez Frustaglia/RFAC observed an egress (+/-90 min) on 20250808 in Red and detected an ~on-time ~9.5 ppt egress using a target aperture contaminated with T2 (T = 17.180 ΔT = 4.51 r = 1.30"). Fabian Rodriguez Frustaglia/RFAC observed an egress (+/-90 min) on 20250808 in Red and detected an ~on-time ~9.5 ppt egress using a target aperture contaminated with T2 (T = 17.180 ΔT = 4.51 r = 1.30"). No more observations needed, except for high spatial resolution (to separate the 1.3" neighbor) full transits in a red (r', R, i', I, z, Y) filter to determine the source of the event.";11113;;;"VPC-";;120.67;1472;4856;779.9;0;
2111;"TOI05953.01";333.02647916667;26.474638888889;10.6;;;2;;;7.4702557;;2459847.184231;;600;5.033;;;;0;;1;1;"No";2459847.1842;0.0081;7.4702557;0.0052653;0.2097083333;1.412;5.2;"evolved host; weak signal; GregS: No obvious offset from s56 SAFFIs. Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";600;;;"PC";;9.87;1371;5107;586.5;0;
301;"TOI01389.01";333.13195833333;31.364666666667;10.727;0;0;5;;"EPHEMERIS ERROR: 15 min Transit is confirmed on target. You can defocus and go for precise photometry Submitted to TFOp 16/09/2021 Report: Tc: 2459471.4218247 ± 0.00288 T14: 0.07593 ± 0.0036 days We missed the ingress and mid part of the transit, the egress is detected on target. We can clear EBs in the field in the observed time window. The data may be useful to improve the ephemeris. Submitted to TFOp 21/09/2021 Report: Tc: 2459425.4412565 ± 0.001984 T14: 0.07596 ± 0.00338 days The egress is detected on target (we missed the ingress of the transit). We can clear EBs in the field in the observed time window. The data may be useful to improve the ephemeris.";3.06322;0;2458711.762207;0;0;0.0762917;0;0;0;0;1;1;1;"Yes";2459851.0635;0.0018;3.062624;8.1E-6;0.073625;0.161;;"[P=3.06317] [Has 0.25" and 1" AO neighbors, which are probably the cause of the large RUWE.] Need stellar radius; The velocities from the two TRES observations yield a small velocity shift that may be significant, and they are in phase with the photometric ephemeris for a hot Jupiter companion. Akihiko and the MuSCAT team observed an egress on 20201128 in gp,rp,zs and detected a 5 min late 1.8 ppt transit in an uncontaminated 5.8" target aperture. PabloL and KarenC analyzed a full on 20200908 in zs and possibly detected a 78 min early (1.1σ) ~0.5 ppt transit in a 7.8" uncontaminated target aperture. The 1.8 ppt event seen by MuSCAT2 is ruled out on this epoch. NEBs were ruled out in all stars except T11 (too faint, star not detected), T13 (see below), T16 (too faint, star not detected), T27 (see below), T46 (which is probably to far away to be the culprit). SAFFIs show that T13 and T27 are chance EB alignments. T13 is a V-shaped EB with period 0.36995 days. T27 is an eccentric EB with period 5.89394 days. These are both ruled out as the source of the TESS transit detection. [P=3.06274] Kim McLeod analyzed a defocused full (e-150/i+ 232min; e-1.3/i+1.9 sig) from 20210702 in LCO-CTIO-1m0 zs for a check on target in a 6.6" aperture that includes two AO neighbors and saw no conclusive event. However, there is an apparent 155 min (1.2σ) late 1.4 ppt (2xQLP) ingress at the end of the observation, which would be back near the original ephemeris since this was a 140 min early observation. [P=3.06322] AndrewV update [T0 = 1736.2725, P = 3.0617687]. Bob Massey analyzed a full (e-149/i+195 min;-1.2/+1.5 σ) on 20210925 in 1m0 zs and potentially detected a 20 min late ~ 1.0 ppt transit, but scatter is much higher than expected for a defocused observation, so results are inconclusive. Felipe/MuSCAT2 observed a egress on 20210729 in gp,rp,ip,zs and apparently detected a 390 min late ~1 ppt egress. This would be 100 mins earlier than the original ephemeris. Felipe/MuSCAT2 observed an egress on 20210913 in gp,ip,zs and apparently detected a 5 min early ~1.5 ppt (2x QLP) egress on target relative to the original ephem. HowieR/ KarenC/ LCO-CTIO-1m0 analyzed (rough skies) full on 20220810 in zs and saw a hint of a ~20 min early 0.7 ppt event, but it is correlated with initial hit to sky transparency. We'll get an ephemeris update from s56 in ~November 2023. Update from qlp-s56-ffi. [P= 3.0626240] Roberto Zambelli/ LCO-TEID-1m0 analyzed a full on 20231113 in zs and probably detected an ~on time, ~15 min shorter, ~0.6 ppt event using an uncontaminated 4.6" target aperture and cleared the field for obvious NEBs over the wondow. Howie Relles/ CristilynW/ LCO-McD-1m0/ observed a focus-affected full on 20240805 in zs and possibly detected a ~16 min early ~1.0 ppt event using an contaminated 4.7" target aperture (SOAR speckle stars at 0.3", 1.0"). No more observations needed, except for extreme precision (<0.5 ppt/10 min) full transits to attempt a firm detection the shallow event on target in a red (r', R, i', I, z, Y) filter.";580;1;"Ariel";"VPC?";;3.26;1155;5087;295.3;2;
303;"TOI01393.01";333.17154166667;52.901086111111;9.787;0;0;5;;"EPHEMERIS ERROR: 11 min If we observe this again, the observations should be done only in good conditions well-focused. We can only check field within 2.5' for NEBs FIRST observation was bad Update: Field has been cleared, we move it to priority 5";0.55898;0;2458738.74906;0;0;0.037875;0;0;0;0;1;1;2;"No";2459880.9955;0.0009;0.5590256;1.7E-6;0.02866666667;0.184;4.2;"Rs 1.2 from Gaia; 2 of 4 nearby stars are phantoms, but there are still two similar mag gaia stars within 3". Kim McLeod and team observed a full on 20191110 in rp. After reviewing Kim's results and the SAFFIs, all stars within 2.5' are reasonably cleared, except for the near equal magnitude 3" neighbor T2. ~4 sigma odd-even in spoc-s14-s60 multi sector (containing s56 and s57 data) and ~11-13 sigma odd-even in TEC plots. Retired as EB.";660;1;"FIES-Buchhave(4)";"EB";;25.2;3855;6952;36669.7;1;
321;"TOI01413.01";333.25316666667;37.627575;10.849;0;0;5;;"EPHEMERIS ERROR: 12 min OBSERVE Defocused if needed. Transit is on target The second TRES observation yields a velocity shift of 0.77 km/s in phase with the photometric ephemeris for a rather massive hot Jupiter companion. Submitted to TFOP 30 Sep 2021 Report: The transit was observed in g- and i-bands (r- and zs-bands were not available). The transit is too shallow to be detected with significance given the light curve scatter. We can rule out EBs in the field in the observed time window.";6.116688;0;2458741.089844;0;0;0.0221926;0;0;0;0;1;1;1;"Yes";2458741.0899;0.0013;6.115808;1.0E-5;0.02779166667;0.598871;6.2;"[P=6.1166880] Check nearby stars; Potential L1 candidate; The 5 TRES velocities continue their general drift down of more than 10 km/s over 40 days. There must be something more massive than a planet in this system, but it may take a lot of recon observations to figure out what is going on. John Kielkopf observed a full (e-90/i+90) on 20201022 in ULMT ip and did not detect a clear transit on target. However the SPOC transit is roughly V-shaped, so the event could possibly be hiding in the data, or outside the +/-1.1σ window. The field is cleared over the window, except T3,8,11,17,18,20,21,25,36,42,47,52. Felipe/MuSCAT2 observed a full on 20210823 in gp,ip and and cleared 24 of 51 NEBcheck stars over the window. Pau Bosch/OAA observed a full on 20220701 in Ic and possibly detected a ~15 min (0.1σ) late ~1.5 ppt event on target in a contaminated 9.36" target aperture. Pau Bosch and Sandra Matutano/OAA observed a full on 20220111 in Ic and did not see a conclusive 1.6 ppt event on target using a contaminated 11.5" target aperture. No obvious NEBs were seen. Rick Schwarz/LCO-Teid-1m0 analyzed a nominal full on 20220825 in zs and possibly detected a 251 min (1.4σ) early 1.6 ppt egress using an uncontaminated 6.2" target aperture. We'll get an ephemeris update in ~October from s56, but let's check for the return of the possible early detection. [P=6.115698] Update from AIJ-s56. [P=6.115808] The next observation should be a high precision (<1.0 ppt/5 min) full transit in a red (r', R, i', I, z) filter to check for the return of the transit at the revised ephemeris.";1805;1;"SOPHIE(Hébrard)";"VPC?";;11.46;955;5330;137.9;1;
515;"TOI02027.01";333.33191666667;62.857386111111;10.979;0;0;5;;"EPHEMERIS ERROR: 7 min Possibly in the Neptune desert. SG1 priority: 1 The first two observations were bad due to weather+dome. Let's go for a third one Aug. 14, 2020: Identified as FP by TFOP, retired as priority=5.";1.46329;0;2458739.50775;0;0;0.101292;0;0;0;0;1;1;3;"No";2458739.5078;0.0026;1.46329;2.0E-5;0.1012916667;0.355;3.5;"Possibly in the Neptune desert!; Greg Srdoc observed a full on 20200708 in TESS-like band and sees a hint of an shallow transit in a 9.6" contaminated target aperture. The timing could be 30 minutes early to on-time. In a later second r=3px run, Greg detected a ~150 ppt NEB in T9 (see below). David Baker and students observed a defocused full on 20200719 in I and possibly detected a ~1 ppt event in a 6" target aperture partially contaminated with dT=2.7 neighbor 9" W. No nearby stars were cleared. SAFFIs indicate an offset to the pixel containing T9 (TIC 335996532, ~31" SE), T11, and T14. The Adams observatory NEBcheck results are difficult to interpret due to the offset David mentioned. An r=3px NEBcheck from 20200708 detects a ~150 ppt NEB in T9. A second look at Adams also shows a liekly event in T9. The QLP shows an offset to the E to SE, and show a reasonably strong aperture size-depth correlation. Retired as NEB.";750;;;"NEB";;6.27;1954;5786;2422.1;2;
664;"TOI03604.01";333.50104166667;56.918980555556;12.505;0;0;5;;"EPHEMERIS ERROR: 9 min Sent to TFOP on 26/8/2021 Report: Tc: 2459450.4810518 ± 0.0001921 T14: 0.06928 ± 0.00075 days Part of the pre-ingress data was left out of the transit fit due to a large drift in the field (guiding problems). A deep achromatic transit event is detected on target. We can also rule out EBs in the field Sent to TFOP on 30/8/2021 Report: The transit was observed in g, i, and z_s bands (r-band was not available). A deep achromatic transit event is detected on target. We can also rule out EBs in the field.";1.066681;0;2458787.005487;0;0;0.0645417;0;0;0;0;1;1;1;"Yes";2458787.0055;0.0003;1.066681;1.1E-5;0.06454166667;0.068;;"[P=1.066688] V-shaped; found in faint-star QLP search; DaveL: The two TRES observations reveal a velocity offset of 142 m/s that is out of phase with the photometric ephemeris but may not be significant due to the rotation. There is a prominent absorption line near the expected position for Li I at 6708, and a rather strong emission feature at Ca II H. Young star? EricG analyzed a full on 20210722 in GdP ip and detected a 6 min (0.6σ) early ~19 ppt flat-bottomed event using an uncontaminated 6.6" target aperture. [P=1.066681] Felipe/MuSCAT2 observed a full on 20210823 in gp,ip,zs and detected ~on-time ~19 ppt flat-bottomed events in uncontaminated 10.9" target apertures. Felipe/MuSCAT2 observed a full on 20210826 in gp,ip,zs and detected an ~on-time ~20 ppt achromatic event on-target. On hold awaiting validation or confirmation interest. No more SG1 observations needed at this time.";20510;;;"VPC+";;198.22;1650;4893;1232;2;
336;"TOI01507.01";333.66970833333;53.239555555556;8.6;0;0;5;;"EPHEMERIS ERROR: 6 min Submitted to TFOP 27/1/2020";0.46741;0;2458738.93042;0;0;0.0520833;0;0;0;0;1;1;1;"Yes";2458738.9305;0.0012;0.46741;2.0E-5;0.05208333333;0.02;7.8;"high frequency variability in the star; The first TRES observation reveals a hot star with very rapid rotation that will prevent precise radial velocities. Felipe and the MuSCAT2 team observed an ingress on 20191222 in gp,rp,ip,zs and detected a deep ingress on star #20 (TIC 430677429) the dT=5.2 neighbor 28" ESE. SAFFIs show that the event repeats in the region of AIJ apertures T4 (Felipe's star #20), T7, or T12. Retired as NEB.";1592;;;"NEB";;25.17;4157;7961;49569.7;1;
1800;"TOI03947.01";333.72586666667;62.858755555556;13.8;;;3;;;6.771509;;2458971.246647;;3400;6.329;;;;0;;1;1;"No";2459905.7276;0.0039;6.7716021;3.67E-5;0.2637083333;0.665;15.7;"[P=6.7715090] found in faint-star QLP search; Aviad Panahi, Tsevi Mazeh, and Shay Zucker report from 42 Gaia data points (5 in-transit), a 7 ppt event on-target. Update to QLP s58. [P=6.7716021] The next observation should be in a red (r', R, i', I, z, Y) filter to refine the timing of the transit on target. Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check.";3400;;;"VPC";;96.98;1764;4886;1606.1;0;
2211;"TOI06213.01";333.73427083333;48.876563888889;13;;;3;;;2.3921761;;2459878.0650883;;8040;2.792;;;;0;;1;1;"No";2459878.0651;0.0023;2.3922211;1.57E-5;0.1163333333;0.328;12.3;"[P=2.3921761] found in faint-star QLP search; Roberto Zambelli/CMO-0.30m observed an ingress+60% on 20230616 in R and probably detected ~11 ppt ingress in an uncontaminated 5.7" target aperture. Suzanne Taylor and student Alex Purrington observed an egress+40% on 20230624 in R and detected a ~20 min late 8 ppt egress in an uncontaminated 5.8" target aperture. Chris Stockdale/LCO-HAL-0m35 analysed a full on 20230708 in gp and detected a ~17 min (9σ) late 10ppt event using uncontaminated 5.8" & 2.90" target apertures and cleared 188/198 neighbors over the window. [P=2.3922879]. Chuck Cynamon/ SupraSolemObs observed a full (with a mid-ingress meridian flip) on 20230813 in rp and maybe detected a ~10 ppt event in an uncontaminated 5.5" target aperture. RiccardoP/ LCO-HAL-0m35 analyzed a full on 20240906 in ip and detected a ~27 min [3.9σ] early 7.8 ppt [(Rp/R*)²: 6.7 ppt] event using an uncontaminated 4.4" target aperture. [P=2.3922211] K. Barkaoui/ LCO-Teid-1.0m analyzed a full on 20240922 in ip and detected an ~on-time ~8.2 ppt event using an uncontaminated 3.5” target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";8040;1;"Ariel, orbit in hand";"VPC+";;47.08;1896;5421;2143.8;0;
2174;"TOI06158.01";333.894125;16.285544444444;16.3;;;5;;"Tianjun Gan Program: Giant planet candidate around an M star, it is important to get good S/N in g and r bands. Observed on August 25 and 28, 2024. Achromatic transit. The priority is lowered but stayed at 3 to get additional transits and increase the S/N of g band data.";3.0444485;;2459851.2077214;;30036;0.916;;;;0;1;1;3;"No";2459851.2077;0.0028;3.0446865;0.0001;0.05416666667;0.249;9;"[P=3.0446499] found in faint-star QLP search; K. Barkaoui/TRAPPIST-North-0.6m observed a full on 20230520 in I+z and detected a ~22min late, 25min longer, ~38ppt V-shaped event using an uncontaminated 3.9” target aperture. K. Barkaoui/TRAPPIST-North-0.6m observed a full on 20230726 in zp and detected an ~on-time ~29ppt, V-shaped, event using an uncontaminated 2.9” target aperture. Jerome de Leon/ MuSCAT2 team/ observed a full on 20240828 in gp, rp, ip, zs and detected a ~12 min late (0.4 sigma) (Rp/R*)^2: 40.9, 34.3, 37.5, 38.8 ppt event using an uncontaminated 10.9" target aperture. [P=3.04468652] A. Soubkiou/TRAPPIST-North-0.6m observed a full transit on 20250807 in I+z and detected an ~on-time ~30ppt V-shaped event on target using an uncontaminated 4.2” target aperture.";30036;;;"VPC+";;43.96;630;3719;26.1;2;
2929;"TOI07303.01";333.90454166667;9.0787166666667;11.46;;;1;;"Neptune desert target, solicited by Isobel Lockely";2.3368358;;2460557.7757;;5916;1.41;;;;0;1;1;1;"No";2460557.7757;0.0009;2.3368358;0.0001407;0.05854166667;0.333;6.3;"found in faint-star QLP search; K. Barkaoui/ KarenC/ LCO-CTIO-0.4m analyzed a full on 20250609 in ip and detected an ~on-time ~5.5 ppt possibly V-shaped event using a 4.0" target aperture that is contaminated with T2 (TIC 2025434083, T = 12.834, ΔT = 2.03, r = 2.44"). Using a 1.8" aperture that excludes most of the flux from T2, the 5.5 ppt event is likely ruled out on target. AdamP+KrzysztofB/SUTO-Otivar-0m3 observed a full on 2025-06-27 in R and detected a ~4.5 ppt transit using a contaminated 5.1" target aperture (T2: T = 12.8, ΔT = 2.0, r = 2.4"). No more observations needed, except for high spatial resolution (to separate the 2.4" neighbor) full transits in a red (r', R, i', I, z, Y) filter to reconfirm the source of the event on T2.";5916;1;"SOPHIE(Hébrard)";"PNEB?";;20.18;1067;4697;215.2;0;
685;"TOI03946.01";334.01379166667;61.057561111111;13.185;0;0;3;;"EPHEMERIS ERROR: 5 min TTF Comments: "The next observation should be in a red (r', R, i', I, z, Y) filter to refine the timing of the transit on target. Multi-band or alternating filter observations including a blue (U, u', B, g') and red (r', R, i', I, z, Y) filter are preferred for a simultaneous chromaticity check."";5.703404;0;2458972.76106;0;0;0.126625;0;0;0;0;1;1;1;"No";2458972.7611;0.001;5.703378;3.8E-5;0.126625;0.208;15.2;"[P=5.703341] found in faint-star QLP search; Aviad Panahi, Tsevi Mazeh, and Shay Zucker report from 41 Gaia data points (3 in-transit), a 13 ppt event on-target. Ferran Grau/Cal'Ou-0m4 observed a full on 20211118 in R and detected a ~9 min (0.8σ) late 13.4 ppt event using an uncontaminated 5.6" target aperture. [P=5.703404] Ferran Grau/ CALOU-0m4 analyzed a full on 20231118 in gp and detected a 0-10 min early 15.0 ppt full using an uncontaminated 6.6" target aperture. RiccardoP/ LCO-HAL-0m35 analyzed a full on 20240715 in ip and detected a ~10 min [0.7σ] early ~15.3 ppt event using an uncontaminated 6.6" target aperture. This observation finalizes the check on chromaticity. [P=5.703378] On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";14730;;;"VPC+";;107.7;1260;5440;418.3;0;
2796;"TOI07109.01";334.0510625;50.390397222222;13.48;;;3;;;3.2396607;;2460419.5566;;6158;2.42;;;;0;;1;1;"No";2460419.5566;0.0024;3.2396607;1.2E-5;0.1008333333;0.506;;"found in faint-star QLP search; Allyson Bieryla/ KeplerCam/ observed a full (no pre-OOT) on 20241122 in ip and detected an ~on-time ~6.1 ppt event using an uncontaminated 4.0" target aperture. No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";6158;;;"VPC";;32.32;1548;5183;952.9;0;
510;"TOI02028.01";334.43441666667;62.465008333333;11.254;0;0;5;;"EPHEMERIS ERROR: Period<1.5days & Teq>2000K Crowded field; check bright neighbors; minor depth-aperture correlation; Check field within 2.5' for NEBs using a red (rp, R, ip, I, z) filter.";0.77871;0;2458739.62994;0;0;0.06075;0;0;0;0;1;1;1;"Yes";2458739.6299;0.0029;0.77871;1.0E-5;0.06075;0.192;6.2;"crowded field; check bright neighbors; minor depth-aperture correlation; Felipe and the MuSCAT2 team observed a full on 20200623 in gp,rp,ip,zs and detected a PNEB in star ID=139 (23.9” SW, dT=5.8 mag, TIC 336456581). SAFFIs confirm the repeating event in star 139 (AIJ Aperture T11) and likely rule out the event on target. Retired as NEB.";670;;;"NEB";;14.66;3319;6517;20139.5;1;
1610;"TOI01386.01";334.50369583333;54.319;10.6;;;5;;;25.86;;2458752.31132;;3750;5.694;;;;0;;1;1;"No";2458752.3113;0.0019;25.86;0.01;0.23725;0.842;6.6;"single transit; Period from Hill et al. in prep. No SG1 observations needed.";3750;1;"HIRES-TKS(57, Dalba, Hill), APF(1), FIES(Buchhave)";"P";"Michelle Hill <mhill012@ucr.edu> TKS Confirmation Published";3.65;669;5645;33.3;0;
2173;"TOI06155.01";334.55081666667;38.578983333333;12.4;;;5;;"Observed on July 28, 2023: Report: We detect a V-shaped and chromatic (deeper toward NIR) transit event on target. According to TFOP, TRES spectrum indicated double-line CCF. This target is likely an EB.";1.6029811;;2459851.7268727;;5502;0.955;;;;0;;1;1;"Yes";2459851.7269;0.0008;1.6029811;1.8E-6;0.03979166667;0.33;11.6;"found in faint-star QLP search; The first TRES observation reveals a spectacular double-lined spectrum with two nearly equal components. The taller correlation peak is at phase 0.75, which is consistent with a double-lined eclipsing system. Felipe Murgas/MuSCAT2 observed a slightly defocused full on 20230728 in gp,rp,ip,zs and detected an ~on-time, V-shaped, ~4.3,4.7,4.6,5.6 ppt event using an uncontaminated 10.9" target aperture. On hold awaiting statistical validation or RV confirmation. No more SG1 observations needed at this time.";5502;;;"VPC+";;47.07;2155;5780;3578.5;1;
313;"TOI01410.01";334.88283333333;42.560313888889;11.111;0;0;5;;"EPHEMERIS ERROR: 11 min 13/5/2020 TFOP Report: Tc: 2458980.6682987 ± 0.0005869 T14: 0.05467 ± 0.00122 days We clearly detect the transit on target, with no signs of chromaticity. Revived for 2020 season. One more transit for ephemeris update. KESPRINT target. Submitted to TFOP 26/11/19 We observed a transit event on target and ruled out NEB in the field. The priority has been increased to 1 for John's paper. (Sep. 3, 2024)";1.21687565;0;2458739.72901;0;0;0.0457346;0;0;0;0;1;1;5;"Yes";2458739.729;0.0004;1.2168757;3.0E-7;0.04573458333;0.21;2.9;"[P=1.216835] potential L1; Felipe Murgas and the MuSCAT2 team observed a full on 20191117 in gp, rp, ip, zs and confirmed an on-time on-target ~1.5 ppt transit in gp, rp, ip, and a ~1-sigma shallower ~1.1 ppt event in zs. The 7" target aperture was uncontaminated. Akihiko Fukui observed an ingress + ~60% on 20191126 from MuSCAT in gp, rp, zs and confirmed an ingress in all three bands. There is a slight slight trend toward deeper transits in the red, but the opposite trend in previous MuSCAT2 observations. Felipe and the MuSCAT2 team observed a full on 20200510 in gp,rp,ip,zs and confirmed an 8 min late ~1.5 ppt (1-sigma consistent in all bands) transit on target in a 13.9" aperture that is contaminated with a dT = 5.2 neighbor 12" SE. [P=1.216862] David Baker and students observed a full on 20200809 in Ic and detected a ~1.5 ppt transit on target. TianjunG analyzed a full on 20200821 in 1m0 zs and likely detected an on-time ~1.5 ppt transit in an uncontaminated 3.5'' aperture. Unfortunately the weather was rough, with passing clouds and large seeing changes, which affected the overall precision. Ephemeris update from John Livingston [P=1.21687565] No more observations needed.";1484;1;"FIES-Nowak(2), HARPS-N-Nowak(40), CARMENES-Nowak (27), HIRES-TKS(44, Howard)";"VP";"John Livingston Confirmation In Prep";8.76;1359;4635;566.9;7;
2154;"TOI06125.01";334.898925;12.356525;13.6;;;3;;;2.3107907;;2459849.0223315;;18595;1.963;;;;0;;1;1;"Yes";2459849.0223;0.0007;2.310864;2.0E-5;0.08179166667;0.081;12.1;"[P=2.3107907] found in faint-star QLP search; Phil Evans/El Sauce 0.51m observed a full on 20230612 in Rc and detected an ~11 min late ~18 ppt event using a 6.3" uncontaminated target aperture. [P=2.310864] Greg Srdoc/Kotizarovci-0.3m observed full on 20250812 in ~T and detected ~4 min (0.05σ) late, ~7 min longer duration (1.4σ), ~18.3 ppt transit using uncontaminated 7.2" target aperture. No more observations needed, except for a high precision (<1.0 ppt/10 min) full transit in a blue (U, u', B, g') filter to check chromaticity. High-precision (<1.0 ppt/10 min) multi-band observations even better.";18595;1;"Yee?";"VPC";;56.61;1202;5051;346.3;1;
